,id,const,created,modified,description,title,url,title_type,imdb_rating,runtime,year,genres,num_votes,release_date,directors
852,853,tt4685762,2021-06-27,2021-06-27,A group of high school students form a coven of witches.,The Craft: Legacy,https://www.imdb.com/title/tt4685762/,movie,4.5,97.0,2020,"Drama, Fantasy, Horror",14599,2020-10-28,Zoe Lister-Jones
853,854,tt0087746,2021-06-28,2021-06-28,"Convinced that her father&apos;s death was not accidental, a beautiful girl decides to investigate to find out the truth, aided by her boyfriend. Her sleuthing draws her to a local mortuary, where many secrets will be revealed.",Mortuary,https://www.imdb.com/title/tt0087746/,movie,5.1,93.0,1982,Horror,2525,1982-05-07,Howard Avedis
854,855,tt0085918,2021-06-28,2021-06-28,"A 10 year-old girl, mourning the death of her mother, becomes possessed by a demon who has been preying on her female ancestors for centuries. Years later, the demon starts to take over, both mentally and physically.",Mausoleum,https://www.imdb.com/title/tt0085918/,movie,5.1,96.0,1983,"Fantasy, Horror",2748,1983-05-13,Michael Dugan
855,856,tt9624766,2021-07-04,2021-07-04,"Every six years, an ancient order of jiu-jitsu fighters joins forces to battle a vicious race of alien invaders. But when a celebrated war hero goes down in defeat, the fate of the planet and mankind hangs in the balance.",Jiu Jitsu,https://www.imdb.com/title/tt9624766/,movie,2.9,102.0,2020,"Action, Sci-Fi, Thriller",9267,2020-11-20,Dimitri Logothetis
856,857,tt8114980,2021-07-04,2021-07-04,"A quiet drifter is tricked into a janitorial job at the now condemned Willy&apos;s Wonderland. The mundane tasks suddenly become an all-out fight for survival against wave after wave of demonic animatronics. Fists fly, kicks land, tita...",Willy's Wonderland,https://www.imdb.com/title/tt8114980/,movie,5.5,88.0,2021,"Action, Comedy, Horror, Thriller",31726,2021-02-12,Kevin Lewis
857,858,tt0082559,2021-07-17,2021-07-17,"After an experiment gone wrong, a virus that turns people into zombies spreads throughout New Guinea. A female reporter and her cameraman, and a team of four commandos sent to investigate try to survive the onslaught.",Virus,https://www.imdb.com/title/tt0082559/,movie,4.9,99.0,1980,"Horror, Sci-Fi, Thriller",5486,1980-11-10,"Claudio Fragasso, Bruno Mattei"
858,859,tt0062077,2021-07-20,2021-07-20,"Hipolita, an unattractive woman tries to live off her physique. Meet Daniel, a traveling salesman, whom he draws to a succession of intrigues.",Operación cabaretera,https://www.imdb.com/title/tt0062077/,movie,6.0,102.0,1967,Comedy,76,1967-10-16,Mariano Ozores
859,860,tt10228134,2021-07-23,2021-07-23,A bouncer with a slightly murderous anger-management problem that she controls with the help of an electrode-lined vest she uses to shock herself back to normalcy whenever she gets homicidal.,Jolt,https://www.imdb.com/title/tt10228134/,movie,5.6,91.0,2021,"Action, Comedy, Crime, Thriller",32704,2021-07-15,Tanya Wexler
860,861,tt0076168,2021-07-30,2021-07-30,"Hong Hsi-Kuan devotes years to mastering Tiger style Kung Fu in order to defeat the evil priest Pai Mei. His wife, who is an expert in Crane style Kung Fu, has a feeling training in only one style won&apos;t be enough.",Hong Xi Guan,https://www.imdb.com/title/tt0076168/,movie,6.9,100.0,1977,"Action, Drama",1728,1977-02-16,Chia-Liang Liu
861,862,tt12592252,2021-08-06,2021-08-06,"In 2024 a pandemic ravages the world and its cities. Centering on a handful of people as they navigate the obstacles currently hindering society: disease, martial law, quarantine, and vigilantes.",Songbird,https://www.imdb.com/title/tt12592252/,movie,4.8,84.0,2020,"Drama, Sci-Fi, Thriller",10757,2020-12-11,Adam Mason
862,863,tt0066970,2021-08-08,2021-08-08,"With his wife and daughter being held hostage, a seasoned ex-military man is involved in a shady smuggling operation to save his family.",De la part des copains,https://www.imdb.com/title/tt0066970/,movie,5.7,94.0,1970,"Action, Crime, Drama, Thriller",2816,1970-12-18,Terence Young
863,864,tt0488164,2021-08-11,2021-08-11,"In Moscow, the priest Owen hires a team to guide him in the underworld to find his friend Sergei that is missing while researching the legend about the existence of demons and an entrance to hell beneath the city.",Moscow Zero,https://www.imdb.com/title/tt0488164/,movie,3.0,82.0,2006,"Horror, Thriller",1818,2006-05-20,María Lidón
864,865,tt4365566,2021-08-12,2021-08-12,A young couple go on an adventurous vacation to Thailand only to find themselves haunted by a malevolent spirit after naively disrespecting a Ghost House.,Ghost House,https://www.imdb.com/title/tt4365566/,movie,4.7,100.0,2017,"Horror, Thriller",4515,2017-07-21,Rich Ragsdale
865,866,tt1054564,2021-08-17,2021-08-17,A renowned but mad professor leads a small group of American students into the jungles of Africa to investigate a remote tribe of killer chimpanzees rumored to be the missing link.,Bloodmonkey,https://www.imdb.com/title/tt1054564/,video,3.1,90.0,2007,"Action, Adventure, Horror, Sci-Fi, Thriller",1434,2007-09-24,Robert Young
866,867,tt0073677,2021-08-17,2021-08-17,"Two geologist friends of Steve Austin disappear in Californa while placing earthquake sensors in the woods. A giant footprint is found nearby, leading to speculation of the involvement of a Sasquatch.",The Six Million Dollar Man: The Secret of Bigfoot: Part 1,https://www.imdb.com/title/tt0073677/,tvEpisode,7.8,47.0,1976,"Action, Crime, Drama, Mystery, Sci-Fi",347,1976-02-01,Alan Crosland Jr.
867,868,tt0702123,2021-08-17,2021-08-17,,The Six Million Dollar Man: The Secret of Bigfoot: Part 2,https://www.imdb.com/title/tt0702123/,tvEpisode,8.1,48.0,1976,"Action, Crime, Drama, Mystery, Sci-Fi",167,1976-02-04,Alan Crosland Jr.
868,869,tt1303902,2021-08-17,2021-08-17,"Returning to the medical school where they were test subjects decades ago, a pair of outrageously twisted serial killers use shockingly brutal sex acts to start killing off a group of drugged-out med students.",Someone's Knocking at the Door,https://www.imdb.com/title/tt1303902/,movie,4.0,80.0,2009,"Fantasy, Horror",1544,2009-04-16,Chad Ferrin
869,870,tt0194543,2021-08-19,2021-08-19,Rescuers try to reach plane crash victims that are trapped on an isolated Mexican island populated by mutant baboons. Ron Perlman stars as a troubled guide hired to lead the mission.,Primal Force,https://www.imdb.com/title/tt0194543/,tvMovie,4.5,86.0,1999,"Action, Adventure, Horror, Sci-Fi",857,1999-05-06,Nelson McCormick
870,871,tt0091264,2021-08-19,2021-08-19,"Because of a severe drought in Kenya in 1984, ninety thousand starving baboons go on a murderous rampage, killing humans and animals alike.",In the Shadow of Kilimanjaro,https://www.imdb.com/title/tt0091264/,movie,5.1,97.0,1985,"Action, Adventure, Drama, Horror, Thriller",460,1985-10-21,Raju Patel
871,872,tt0100589,2021-08-19,2021-08-19,A group of medical students are attacked by an aggressive laboratory animal while competing in an after-hours role-playing game at their school.,Shakma,https://www.imdb.com/title/tt0100589/,movie,5.0,100.0,1990,"Horror, Sci-Fi, Thriller",2315,1990-10-05,"Hugh Parks, Tom Logan"
872,873,tt10059518,2021-08-23,2021-08-23,"After a confrontation with an unstable man at an intersection, a woman becomes the target of his rage.",Unhinged,https://www.imdb.com/title/tt10059518/,movie,6.0,90.0,2020,"Action, Thriller",70909,2020-07-16,Derrick Borte
873,874,tt10691162,2021-08-25,2021-08-25,"A young couple struggling to stay together, when they are offered an amazing deal on a home with a questionable past that would normally be beyond their means. In a final attempt to start fresh as a couple they take the deal.",Aftermath,https://www.imdb.com/title/tt10691162/,movie,5.3,114.0,2021,"Drama, Horror, Mystery, Thriller",17096,2021-08-03,Peter Winther
874,875,tt13274918,2021-08-26,2021-08-26,"Let, a reclusive, insomniac photographer, is hired to photograph a mysterious client in the forest late one night, and soon finds himself pulled into a bizarre, otherworldly quest.",Let's Dream,https://www.imdb.com/title/tt13274918/,movie,2.9,94.0,2021,"Horror, Sci-Fi, Thriller",140,2021-06-11,Eric Gorlow
875,876,tt10731768,2021-09-01,2021-09-01,A devastated husband vows to bring justice to the people responsible for his wife&apos;s death while protecting the only family he has left: his daughter.,Sweet Girl,https://www.imdb.com/title/tt10731768/,movie,5.5,110.0,2021,"Action, Drama, Thriller",33079,2021-08-20,Brian Andrew Mendoza
876,877,tt10230994,2021-09-01,2021-09-01,"Following a tragic car accident in Greece, an American tourist finds himself at the center of a dangerous political conspiracy and on the run for his life.",Beckett,https://www.imdb.com/title/tt10230994/,movie,5.7,110.0,2021,"Action, Crime, Drama, Thriller",26955,2021-08-04,Ferdinando Cito Filomarino
877,878,tt9677100,2021-09-04,2021-09-04,"Charlie&apos;s getting married. And when he invites his friends to join him for a stag weekend in a remote British cabin, the group thinks it&apos;s a great opportunity to leave the US behind and have a blow out with their old buddy - Only ...",Soul Reaper,https://www.imdb.com/title/tt9677100/,movie,2.4,84.0,2019,Horror,549,2019-07-02,Bob Pipe
878,879,tt1411232,2021-09-04,2021-09-04,"Sarah Tyler returns to her troubled family home in the isolated countryside, for a much put-off visit. As a storm rages outside, Sarah, her family and friends shore up for the night, cut off from the outside world. But something c...",13 Hrs,https://www.imdb.com/title/tt1411232/,movie,4.3,81.0,2010,"Action, Horror, Thriller",3311,2010-08-28,Jonathan Glendening
879,880,tt0449471,2021-09-08,2021-09-08,"Vic visits her sister in Paris. She parties in the catacombs under Paris with her sister and her friends on her first night in France. Remains of 6,000,000+ people is there. Something evil chases her there.",Catacombs,https://www.imdb.com/title/tt0449471/,movie,4.5,92.0,2007,"Horror, Thriller",8945,2007-07-06,"Tomm Coker, David Elliot"
880,881,tt0805570,2021-09-10,2021-09-10,"A photographer&apos;s obsessive pursuit of dark subject matter leads him into the path of a serial killer who stalks late night commuters, ultimately butchering them in the most gruesome ways.",The Midnight Meat Train,https://www.imdb.com/title/tt0805570/,movie,6.0,98.0,2008,"Horror, Mystery, Thriller",66851,2008-05-16,Ryûhei Kitamura
881,882,tt0085253,2021-09-12,2021-09-12,"A boy kills a man and accuses his twin brother of the murder, and the innocent brother ends up institutionalized, while his psychotic twin goes free. 10 years later, the innocent twin escapes, which triggers his brother into killi...",Blood Rage,https://www.imdb.com/title/tt0085253/,movie,5.8,82.0,1987,Horror,5236,1987-03-29,John Grissmer
882,883,tt0236328,2021-09-12,2021-09-12,"A gang of punks, led by a masquerader named Tarzan; terrorizing a small Mexican city, robbing banks, raping women, and killing people with cruelties. Two enforcers Marco and Javier fight this gang of punks.",Intrépidos punks,https://www.imdb.com/title/tt0236328/,movie,5.9,91.0,1988,"Action, Crime",201,1988-02-23,Francisco Guerrero
883,884,tt0086135,2021-09-16,2021-09-16,"An ancient Atlantean relic is discovered on the ocean floor near a sunken nuclear submarine, which triggers a violent set of events that sees a couple of scientists teaming up with a few mercenaries to survive the onslaught that f...",I predatori di Atlantide,https://www.imdb.com/title/tt0086135/,movie,4.9,92.0,1983,"Action, Sci-Fi",2151,1983-11-25,Ruggero Deodato
884,885,tt0084750,2021-09-16,2021-09-16,"The Green Knight challenges King Arthur&apos;s knights. But only young Gawain accepts and decapitates him. The knight takes his head and now gives Gawain one year to learn about virtues, knighthood and then face the challenge himself.",Sword of the Valiant: The Legend of Sir Gawain and the Green Knight,https://www.imdb.com/title/tt0084750/,movie,4.4,102.0,1984,"Action, Adventure, Fantasy, Romance",2342,1984-06-09,Stephen Weeks
885,886,tt7390646,2021-10-07,2021-10-07,A rookie New Orleans police officer is forced to balance her identity as a black woman after she witnesses two corrupt cops committing murder.,Black and Blue,https://www.imdb.com/title/tt7390646/,movie,6.4,108.0,2019,"Action, Thriller",24833,2019-09-21,Deon Taylor
886,887,tt0063790,2021-10-11,2021-10-11,Astronauts landing on Venus encounter dangerous creatures and almost meet some sexy Venusian women who like to sun-bathe in hip-hugging skin-tight pants and seashell brassieres.,Voyage to the Planet of Prehistoric Women,https://www.imdb.com/title/tt0063790/,movie,2.9,78.0,1968,"Adventure, Sci-Fi",1793,1968-10-31,Peter Bogdanovich
887,888,tt13372884,2021-10-12,2021-10-12,A teenage girl with self-esteem issues finds confidence by spending her summer battling vampires.,Black as Night,https://www.imdb.com/title/tt13372884/,movie,4.4,87.0,2021,"Drama, Horror, Thriller",2159,2021-10-01,Maritte Lee Go
888,889,tt0286975,2021-10-14,2021-10-14,A modern 80&apos;s slasher in which six &quot;lucky&quot; contestants appear on a game show where they&apos;ll face the Slashers (in house homicidal maniacs) to win millions of dollars. All contestants have to do is survive the night.,Slashers,https://www.imdb.com/title/tt0286975/,video,5.0,99.0,2001,"Comedy, Horror",1738,2001-07-31,Maurice Devereaux
889,890,tt7638348,2021-10-20,2021-10-20,"Trapped in a time loop that constantly repeats the day of his murder, a former special forces agent must unlock the mystery behind his untimely demise.",Boss Level,https://www.imdb.com/title/tt7638348/,movie,6.8,100.0,2020,"Action, Adventure, Comedy, Mystery, Sci-Fi, Thriller",71139,2020-02-11,Joe Carnahan
890,891,tt0070190,2021-10-21,2021-10-21,"Two British companions who met on a train heading to the rural countryside stay with a bizarre host of characters in a secluded, curious mansion. Unknown to them, there is a sinister secret behind closed doors.",Horror Hospital,https://www.imdb.com/title/tt0070190/,movie,5.3,90.0,1973,"Comedy, Horror, Sci-Fi",1681,1973-05-31,Antony Balch
891,892,tt0086981,2021-10-24,2021-10-24,"Six scientists investigate a strange phenomenon at the creepy Headstone Manor, the site of a mysterious massacre years earlier that took the lives of 18 guests in one night.",Bloodbath at the House of Death,https://www.imdb.com/title/tt0086981/,movie,5.0,92.0,1984,"Horror, Comedy",2330,1984-03-30,Ray Cameron
892,893,tt0086141,2021-10-24,2021-10-24,"Three people are transported into a parallel reality, where they find they must use modern technology, but medieval weapons, in order to save the citizenry from a murderous warlord.",Prisoners of the Lost Universe,https://www.imdb.com/title/tt0086141/,movie,3.7,90.0,1983,"Action, Adventure, Comedy, Fantasy, Sci-Fi",1858,1983-08-15,Terry Marcel
893,894,tt0098622,2021-10-31,2021-10-31,"A warlock flees from the 17th to the 20th century, with a witch-hunter in hot pursuit.",Warlock,https://www.imdb.com/title/tt0098622/,movie,6.2,103.0,1989,"Action, Fantasy, Horror, Thriller",17749,1989-05-31,Steve Miner
894,895,tt0085627,2021-11-23,2021-11-23,"In 2072 Rome, Italy, the ruthless CEO of a TV network plots to stage a modern series of gladiator games for ratings while one &apos;contenstant&apos; learns of a conspiracy behind the true nature of the results.",I guerrieri dell'anno 2072,https://www.imdb.com/title/tt0085627/,movie,4.7,94.0,1984,"Action, Sci-Fi, Thriller",1601,1984-01-28,Lucio Fulci
895,896,tt0080645,2021-11-25,2021-11-25,A deeply disturbed Vietnam veteran terrorizes the young women of Los Angeles and taunts a radio psychologist with descriptions of his grisly crimes.,Don't Answer the Phone!,https://www.imdb.com/title/tt0080645/,movie,4.8,94.0,1980,"Horror, Thriller",2038,1980-02-29,Robert Hammer
896,897,tt1056416,2021-11-29,2021-11-29,"A femme fatale fashionista at a trendy design school embarks on a brutal and bloody killing spree, while gleefully evading the hapless cops assigned to the murder cases.","Sexykiller, morirás por ella",https://www.imdb.com/title/tt1056416/,movie,5.7,100.0,2008,"Comedy, Horror, Sci-Fi, Thriller",1605,2008-09-12,Miguel Martí
897,898,tt6654210,2021-12-03,2021-12-03,A man discovers that his hallucinations are actually visions from past lives.,Infinite,https://www.imdb.com/title/tt6654210/,movie,5.4,106.0,2021,"Action, Sci-Fi, Thriller",54171,2021-06-10,Antoine Fuqua
898,899,tt12610584,2021-12-06,2021-12-06,Three lifelong 40-year-old friends go on a huge Interrail tour to honor their recently deceased friend.,Descarrilados,https://www.imdb.com/title/tt12610584/,movie,4.5,98.0,2021,Comedy,842,2021-06-15,Fer García-Ruiz
899,900,tt0053717,2021-12-09,2021-12-09,"Dr. Rossiter, a plastic surgeon wanted by the police, flees to France and under an assumed name acquires, by murder, a run-down circus. His first recruit is a woman criminal. He transforms her face by surgery and trains her.",Circus of Horrors,https://www.imdb.com/title/tt0053717/,movie,6.0,92.0,1960,"Drama, Horror",2164,1960-04-08,Sidney Hayers
